index	name	color	chinese_name	side
0	"Unknown"	#000000	未知	
1	"Left-Cerebral-Exterior"	#4682b4	大脑外部	L
2	"Left-Cerebral-White-Matter"	#f5f5f5	大脑白质	L
3	"Left-Cerebral-Cortex"	#cd3e4e	大脑皮层	L
4	"Left-Lateral-Ventricle"	#781286	侧脑室	L
5	"Left-Inf-Lat-Vent"	#c43afa	下外侧脑室	L
6	"Left-Cerebellum-Exterior"	#009400	小脑外部	L
7	"Left-Cerebellum-White-Matter"	#dcf8a4	小脑白质	L
8	"Left-Cerebellum-Cortex"	#e69422	小脑皮层	L
9	"Left-Thalamus-unused"	#00760e	丘脑	L
10	"Left-Thalamus"	#00760e	丘脑	L
11	"Left-Caudate"	#7abadc	尾状核	L
12	"Left-Putamen"	#ec0db0	壳核	L
13	"Left-Pallidum"	#0c30ff	苍白球	L
14	"3rd-Ventricle"	#ccb68e	3rd Ventricle	
15	"4th-Ventricle"	#2acca4	4th Ventricle	
16	"Brain-Stem"	#779fb0	脑干	
17	"Left-Hippocampus"	#dcd814	海马	L
18	"Left-Amygdala"	#67ffff	杏仁核	L
19	"Left-Insula"	#50c462	岛叶	L
20	"Left-Operculum"	#3c3ad2	岛盖	L
21	"Line-1"	#3c3ad2	Line 1	
22	"Line-2"	#3c3ad2	Line 2	
23	"Line-3"	#3c3ad2	Line 3	
24	"CSF"	#3c3c3c	脑脊液	
25	"Left-Lesion"	#ffa500	Lesion	L
26	"Left-Accumbens-area"	#ffa500	伏隔核	L
27	"Left-Substancia-Nigra"	#00ff7f	黑质	L
28	"Left-VentralDC"	#a52a2a	腹侧丘脑	L
29	"Left-undetermined"	#87ceeb	undetermined	L
30	"Left-vessel"	#a020f0	vessel	L
31	"Left-choroid-plexus"	#00c8c8	choroid plexus	L
32	"Left-F3orb"	#643264	F3orb	L
33	"Left-lOg"	#87324a	lOg	L
34	"Left-aOg"	#7a8732	aOg	L
35	"Left-mOg"	#333287	mOg	L
36	"Left-pOg"	#4a9b3c	pOg	L
37	"Left-Stellate"	#783e2b	Stellate	L
38	"Left-Porg"	#4a9b3c	Porg	L
39	"Left-Aorg"	#7a8732	Aorg	L
40	"Right-Cerebral-Exterior"	#4682b4	大脑外部	R
41	"Right-Cerebral-White-Matter"	#f5f5f5	大脑白质	R
42	"Right-Cerebral-Cortex"	#cd3e4e	大脑皮层	R
43	"Right-Lateral-Ventricle"	#781286	侧脑室	R
44	"Right-Inf-Lat-Vent"	#c43afa	下外侧脑室	R
45	"Right-Cerebellum-Exterior"	#009400	小脑外部	R
46	"Right-Cerebellum-White-Matter"	#dcf8a4	小脑白质	R
47	"Right-Cerebellum-Cortex"	#e69422	小脑皮层	R
48	"Right-Thalamus-unused"	#00760e	丘脑	R
49	"Right-Thalamus"	#00760e	丘脑	R
50	"Right-Caudate"	#7abadc	尾状核	R
51	"Right-Putamen"	#ec0db0	壳核	R
52	"Right-Pallidum"	#0d30ff	苍白球	R
53	"Right-Hippocampus"	#dcd814	海马	R
54	"Right-Amygdala"	#67ffff	杏仁核	R
55	"Right-Insula"	#50c462	岛叶	R
56	"Right-Operculum"	#3c3ad2	岛盖	R
57	"Right-Lesion"	#ffa500	Lesion	R
58	"Right-Accumbens-area"	#ffa500	伏隔核	R
59	"Right-Substancia-Nigra"	#00ff7f	黑质	R
60	"Right-VentralDC"	#a52a2a	腹侧丘脑	R
61	"Right-undetermined"	#87ceeb	undetermined	R
62	"Right-vessel"	#a020f0	vessel	R
63	"Right-choroid-plexus"	#00c8dd	choroid plexus	R
64	"Right-F3orb"	#643264	F3orb	R
65	"Right-lOg"	#87324a	lOg	R
66	"Right-aOg"	#7a8732	aOg	R
67	"Right-mOg"	#333287	mOg	R
68	"Right-pOg"	#4a9b3c	pOg	R
69	"Right-Stellate"	#783e2b	Stellate	R
70	"Right-Porg"	#4a9b3c	Porg	R
71	"Right-Aorg"	#7a8732	Aorg	R
72	"5th-Ventricle"	#78be96	5th Ventricle	
73	"Left-Interior"	#7a8732	Interior	L
74	"Right-Interior"	#7a8732	Interior	R
77	"WM-hypointensities"	#c846ff	白质低密度区	
78	"Left-WM-hypointensities"	#ff940a	白质低密度区	L
79	"Right-WM-hypointensities"	#ff940a	白质低密度区	R
80	"non-WM-hypointensities"	#a46ce2	白质低密度区	
81	"Left-non-WM-hypointensities"	#a46ce2	白质低密度区	L
82	"Right-non-WM-hypointensities"	#a46ce2	白质低密度区	R
83	"Left-F1"	#ffdab9	F1	L
84	"Right-F1"	#ffdab9	F1	R
85	"Optic-Chiasm"	#eaa91e	视交叉	
192	"Corpus_Callosum"	#faff32	Corpus_Callosum	
86	"Left_future_WMSA"	#c878ff	Left_future_WMSA	
87	"Right_future_WMSA"	#c879ff	Right_future_WMSA	
88	"future_WMSA"	#c87aff	future_WMSA	
96	"Left-Amygdala-Anterior"	#cd0a7d	杏仁核	L
97	"Right-Amygdala-Anterior"	#cd0a7d	杏仁核	R
98	"Dura"	#a020f0	Dura	
100	"Left-wm-intensity-abnormality"	#7c8cb2	wm intensity abnormality	L
101	"Left-caudate-intensity-abnormality"	#7d8cb2	caudate intensity abnormality	L
102	"Left-putamen-intensity-abnormality"	#7e8cb2	putamen intensity abnormality	L
103	"Left-accumbens-intensity-abnormality"	#7f8cb2	accumbens intensity abnormality	L
104	"Left-pallidum-intensity-abnormality"	#7c8db2	pallidum intensity abnormality	L
105	"Left-amygdala-intensity-abnormality"	#7c8eb2	amygdala intensity abnormality	L
106	"Left-hippocampus-intensity-abnormality"	#7c8fb2	hippocampus intensity abnormality	L
107	"Left-thalamus-intensity-abnormality"	#7c90b2	thalamus intensity abnormality	L
108	"Left-VDC-intensity-abnormality"	#7c8cb3	丘脑	L
109	"Right-wm-intensity-abnormality"	#7c8cb2	wm intensity abnormality	R
110	"Right-caudate-intensity-abnormality"	#7d8cb2	caudate intensity abnormality	R
111	"Right-putamen-intensity-abnormality"	#7e8cb2	putamen intensity abnormality	R
112	"Right-accumbens-intensity-abnormality"	#7f8cb2	accumbens intensity abnormality	R
113	"Right-pallidum-intensity-abnormality"	#7c8db2	pallidum intensity abnormality	R
114	"Right-amygdala-intensity-abnormality"	#7c8eb2	amygdala intensity abnormality	R
115	"Right-hippocampus-intensity-abnormality"	#7c8fb2	hippocampus intensity abnormality	R
116	"Right-thalamus-intensity-abnormality"	#7c90b2	thalamus intensity abnormality	R
117	"Right-VDC-intensity-abnormality"	#7c8cb3	丘脑	R
118	"Epidermis"	#ff1493	Epidermis	
119	"Conn-Tissue"	#cdb38b	Conn Tissue	
120	"SC-Fat-Muscle"	#eeeed1	SC Fat Muscle	
121	"Cranium"	#c8c8c8	Cranium	
122	"CSF-SA"	#4aff4a	脑脊液	
123	"Muscle"	#ee0000	Muscle	
124	"Ear"	#00008b	Ear	
125	"Adipose"	#adff2f	Adipose	
126	"Spinal-Cord"	#85cbe5	Spinal Cord	
127	"Soft-Tissue"	#1aed39	Soft Tissue	
128	"Nerve"	#228b22	Nerve	
129	"Bone"	#1e90ff	Bone	
130	"AirCavity"	#c4a080	AirCavity	
131	"Orbital-Fat"	#ee3b3b	Orbital Fat	
132	"Tongue"	#dd27c8	Tongue	
133	"Nasal-Structures"	#eeaeee	Nasal Structures	
134	"Globe"	#ff0000	Globe	
135	"Teeth"	#483d8b	Teeth	
136	"Left-Caudate-Putamen"	#152784	尾状核	L
137	"Right-Caudate-Putamen"	#152784	尾状核	R
138	"Left-Claustrum"	#418714	Claustrum	L
139	"Right-Claustrum"	#418714	Claustrum	R
140	"Cornea"	#8604a0	Cornea	
142	"Diploe"	#dde244	Diploe	
143	"Vitreous-Humor"	#fffffe	Vitreous Humor	
144	"Lens"	#34d1e2	Lens	
145	"Aqueous-Humor"	#efa0df	Aqueous Humor	
146	"Outer-Table"	#4682b4	Outer Table	
147	"Inner-Table"	#4682b5	Inner Table	
148	"Periosteum"	#8b795e	Periosteum	
149	"Endosteum"	#e0e0e0	Endosteum	
150	"R-C-S"	#ff0000	R C S	
151	"Iris"	#cdcd00	Iris	
152	"SC-Adipose-Muscle"	#eeeed1	SC Adipose Muscle	
153	"SC-Tissue"	#8b795e	SC Tissue	
154	"Orbital-Adipose"	#ee3b3b	Orbital Adipose	
155	"Left-IntCapsule-Ant"	#ee3b3b	IntCapsule Ant	L
156	"Right-IntCapsule-Ant"	#ee3b3b	IntCapsule Ant	R
157	"Left-IntCapsule-Pos"	#3e0acd	IntCapsule Pos	L
158	"Right-IntCapsule-Pos"	#3e0acd	IntCapsule Pos	R
159	"Left-Cerebral-WM-unmyelinated"	#00760e	Cerebral WM unmyelinated	L
160	"Right-Cerebral-WM-unmyelinated"	#00760e	Cerebral WM unmyelinated	R
161	"Left-Cerebral-WM-myelinated"	#dcd815	Cerebral WM myelinated	L
162	"Right-Cerebral-WM-myelinated"	#dcd815	Cerebral WM myelinated	R
163	"Left-Subcortical-Gray-Matter"	#7abadc	Subcortical Gray Matter	L
164	"Right-Subcortical-Gray-Matter"	#7abadc	Subcortical Gray Matter	R
165	"Skull"	#787878	Skull	
166	"Posterior-fossa"	#0e30ff	Posterior fossa	
167	"Scalp"	#a62a2a	Scalp	
168	"Hematoma"	#791286	Hematoma	
169	"Left-Basal-Ganglia"	#ec0d7f	Basal Ganglia	L
176	"Right-Basal-Ganglia"	#ec0d7e	Basal Ganglia	R
170	"brainstem"	#779fb0	brainstem	
171	"DCG"	#7700b0	丘脑	
172	"Vermis"	#7764b0	Vermis	
173	"Midbrain"	#f2684c	Midbrain	
174	"Pons"	#cec33a	Pons	
175	"Medulla"	#779fb0	Medulla	
177	"Vermis-White-Matter"	#7732b0	Vermis White Matter	
178	"SCP"	#8eb600	SCP	
179	"Floculus"	#1364b0	Floculus	
180	"Left-Cortical-Dysplasia"	#493d8b	Cortical Dysplasia	L
181	"Right-Cortical-Dysplasia"	#493e8b	Cortical Dysplasia	R
182	"CblumNodulus"	#0a64b0	CblumNodulus	
193	"Left-hippocampal_fissure"	#00c4ff	hippocampal_fissure	L
194	"Left-CADG-head"	#ffa4a4	CADG head	L
195	"Left-subiculum"	#c4c400	subiculum	L
196	"Left-fimbria"	#0064ff	fimbria	L
197	"Right-hippocampal_fissure"	#80c4a4	hippocampal_fissure	R
198	"Right-CADG-head"	#007e4b	CADG head	R
199	"Right-subiculum"	#806040	subiculum	R
200	"Right-fimbria"	#003280	fimbria	R
201	"alveus"	#ffcc99	alveus	
202	"perforant_pathway"	#ff8080	perforant_pathway	
203	"parasubiculum"	#afaf4b	parasubiculum	
204	"presubiculum"	#400040	presubiculum	
205	"subiculum"	#0000ff	subiculum	
206	"CA1"	#ff0000	CA1	
207	"CA2"	#8080ff	CA2	
208	"CA3"	#008000	CA3	
209	"CA4"	#c4a080	CA4	
210	"GC-DG"	#20c8ff	GC DG	
211	"HATA"	#80ff80	HATA	
212	"fimbria"	#cc99cc	fimbria	
213	"lateral_ventricle"	#791188	lateral_ventricle	
214	"molecular_layer_HP"	#800000	molecular_layer_HP	
215	"hippocampal_fissure"	#8020ff	hippocampal_fissure	
216	"entorhinal_cortex"	#ffcc66	内嗅区	
217	"molecular_layer_subiculum"	#808080	molecular_layer_subiculum	
218	"Amygdala"	#68ffff	杏仁核	
219	"Cerebral_White_Matter"	#00e200	Cerebral_White_Matter	
220	"Cerebral_Cortex"	#cd3f4e	Cerebral_Cortex	
221	"Inf_Lat_Vent"	#c53afa	Inf_Lat_Vent	
222	"Perirhinal"	#2196fa	Perirhinal	
223	"Cerebral_White_Matter_Edge"	#e20000	Cerebral_White_Matter_Edge	
224	"Background"	#646464	Background	
225	"Ectorhinal"	#c596fa	Ectorhinal	
226	"HP_tail"	#aaaaff	HP_tail	
231	"HP_body"	#00ff00	HP_body	
232	"HP_head"	#ff0000	HP_head	
233	"presubiculum-head"	#200020	presubiculum head	
234	"presubiculum-body"	#400040	presubiculum body	
235	"subiculum-head"	#0000af	subiculum head	
236	"subiculum-body"	#0000ff	subiculum body	
237	"CA1-head"	#af4b4b	CA1 head	
238	"CA1-body"	#ff0000	CA1 body	
239	"CA3-head"	#005000	CA3 head	
240	"CA3-body"	#008000	CA3 body	
241	"CA4-head"	#785a32	CA4 head	
242	"CA4-body"	#c4a080	CA4 body	
243	"GC-ML-DG-head"	#4b7daf	GC ML DG head	
244	"GC-ML-DG-body"	#20c8ff	GC ML DG body	
245	"molecular_layer_HP-head"	#641919	molecular_layer_HP head	
246	"molecular_layer_HP-body"	#800000	molecular_layer_HP body	
250	"Fornix"	#ff0000	穹窿	
251	"CC_Posterior"	#000040	CC_Posterior	
252	"CC_Mid_Posterior"	#000070	CC_Mid_Posterior	
253	"CC_Central"	#0000a0	CC_Central	
254	"CC_Mid_Anterior"	#0000d0	CC_Mid_Anterior	
255	"CC_Anterior"	#0000ff	CC_Anterior	
256	"Voxel-Unchanged"	#000000	Voxel Unchanged	
257	"CSF-ExtraCerebral"	#3c3c3c	脑脊液	
258	"Head-ExtraCerebral"	#9696c8	Head ExtraCerebral	
259	"SkullApprox"	#787878	SkullApprox	
260	"BoneOrAir"	#779fb0	BoneOrAir	
261	"PossibleFluid"	#781286	PossibleFluid	
262	"Sinus"	#c4a080	Sinus	
263	"Left-Eustachian"	#779fb0	Eustachian	L
264	"Right-Eustachian"	#779fb0	Eustachian	R
265	"Left-Eyeball"	#3c3c3c	Eyeball	L
266	"Right-Eyeball"	#3c3c3c	Eyeball	R
331	"Aorta"	#ff0000	Aorta	
332	"Left-Common-IliacA"	#ff5000	Common IliacA	L
333	"Right-Common-IliacA"	#ffa000	Common IliacA	R
334	"Left-External-IliacA"	#ffff00	External IliacA	L
335	"Right-External-IliacA"	#00ff00	External IliacA	R
336	"Left-Internal-IliacA"	#ff00a0	Internal IliacA	L
337	"Right-Internal-IliacA"	#ff00ff	Internal IliacA	R
338	"Left-Lateral-SacralA"	#ff3250	Lateral SacralA	L
339	"Right-Lateral-SacralA"	#50ff32	Lateral SacralA	R
340	"Left-ObturatorA"	#a0ff32	ObturatorA	L
341	"Right-ObturatorA"	#a0c8ff	ObturatorA	R
342	"Left-Internal-PudendalA"	#00ffa0	Internal PudendalA	L
343	"Right-Internal-PudendalA"	#0000ff	Internal PudendalA	R
344	"Left-UmbilicalA"	#5032ff	UmbilicalA	L
345	"Right-UmbilicalA"	#a000ff	UmbilicalA	R
346	"Left-Inf-RectalA"	#ffd200	Inf RectalA	L
347	"Right-Inf-RectalA"	#00a0ff	Inf RectalA	R
348	"Left-Common-IliacV"	#ffc850	Common IliacV	L
349	"Right-Common-IliacV"	#ffc8a0	Common IliacV	R
350	"Left-External-IliacV"	#ff50c8	External IliacV	L
351	"Right-External-IliacV"	#ffa0c8	External IliacV	R
352	"Left-Internal-IliacV"	#1eff50	Internal IliacV	L
353	"Right-Internal-IliacV"	#50c8ff	Internal IliacV	R
354	"Left-ObturatorV"	#50ffc8	ObturatorV	L
355	"Right-ObturatorV"	#c3ffc8	ObturatorV	R
356	"Left-Internal-PudendalV"	#78c814	Internal PudendalV	L
357	"Right-Internal-PudendalV"	#aa0ac8	Internal PudendalV	R
358	"Pos-Lymph"	#1482b4	Pos Lymph	
359	"Neg-Lymph"	#14b482	Neg Lymph	
400	"V1"	#ce3e4e	V1	
401	"V2"	#791286	V2	
402	"BA44"	#c73afa	BA44	
403	"BA45"	#019400	BA45	
404	"BA4a"	#ddf8a4	BA4a	
405	"BA4p"	#e79422	BA4p	
406	"BA6"	#01760e	BA6	
407	"BA2"	#78760e	BA2	
408	"BA1_old"	#7bbadd	BA1_old	
409	"BAun2"	#ee0db1	BAun2	
410	"BA1"	#7bbadc	BA1	
411	"BA2b"	#8a0dce	BA2b	
412	"BA3a"	#ee82b0	BA3a	
413	"BA3b"	#dae64c	BA3b	
414	"MT"	#26d5b0	MT	
415	"AIPS_AIP_l"	#01e1b0	AIPS_AIP_l	
416	"AIPS_AIP_r"	#01e1b0	AIPS_AIP_r	
417	"AIPS_VIP_l"	#c80264	AIPS_VIP_l	
418	"AIPS_VIP_r"	#c80264	AIPS_VIP_r	
419	"IPL_PFcm_l"	#05c85a	IPL_PFcm_l	
420	"IPL_PFcm_r"	#05c85a	IPL_PFcm_r	
421	"IPL_PF_l"	#6405c8	IPL_PF_l	
422	"IPL_PFm_l"	#19ff64	IPL_PFm_l	
423	"IPL_PFm_r"	#19ff64	IPL_PFm_r	
424	"IPL_PFop_l"	#e60764	IPL_PFop_l	
425	"IPL_PFop_r"	#e60764	IPL_PFop_r	
426	"IPL_PF_r"	#6405c8	IPL_PF_r	
427	"IPL_PFt_l"	#960ac8	IPL_PFt_l	
428	"IPL_PFt_r"	#960ac8	IPL_PFt_r	
429	"IPL_PGa_l"	#af0ab0	IPL_PGa_l	
430	"IPL_PGa_r"	#af0ab0	IPL_PGa_r	
431	"IPL_PGp_l"	#0a64ff	IPL_PGp_l	
432	"IPL_PGp_r"	#0a64ff	IPL_PGp_r	
433	"Visual_V3d_l"	#962d46	Visual_V3d_l	
434	"Visual_V3d_r"	#962d46	Visual_V3d_r	
435	"Visual_V4_l"	#2dc80f	Visual_V4_l	
436	"Visual_V4_r"	#2dc80f	Visual_V4_r	
437	"Visual_V5_b"	#e32d64	Visual_V5_b	
438	"Visual_VP_l"	#e32d64	Visual_VP_l	
439	"Visual_VP_r"	#e32d64	Visual_VP_r	
498	"wmsa"	#8fbc8f	wmsa	
499	"other_wmsa"	#fff8dc	other_wmsa	
500	"right_CA2_3"	#115588	right_CA2_3	
501	"right_alveus"	#77bb66	right_alveus	
502	"right_CA1"	#cc4422	right_CA1	
503	"right_fimbria"	#cc00ff	right_fimbria	
504	"right_presubiculum"	#ddbb11	right_presubiculum	
505	"right_hippocampal_fissure"	#99ddee	right_hippocampal_fissure	
506	"right_CA4_DG"	#331111	right_CA4_DG	
507	"right_subiculum"	#007755	right_subiculum	
508	"right_fornix"	#1464c8	right_fornix	
550	"left_CA2_3"	#115589	left_CA2_3	
551	"left_alveus"	#77bb67	left_alveus	
552	"left_CA1"	#cc4423	left_CA1	
553	"left_fimbria"	#cc00fe	left_fimbria	
554	"left_presubiculum"	#ddbb10	left_presubiculum	
555	"left_hippocampal_fissure"	#99ddef	left_hippocampal_fissure	
556	"left_CA4_DG"	#331112	left_CA4_DG	
557	"left_subiculum"	#007756	left_subiculum	
558	"left_fornix"	#1464c9	left_fornix	
600	"Tumor"	#fefefe	Tumor	
601	"Cbm_Left_I_IV"	#4682b4	Cbm_Left_I_IV	
602	"Cbm_Right_I_IV"	#f5f5f5	Cbm_Right_I_IV	
603	"Cbm_Left_V"	#cd3e4e	Cbm_Left_V	
604	"Cbm_Right_V"	#781286	Cbm_Right_V	
605	"Cbm_Left_VI"	#c43afa	Cbm_Left_VI	
606	"Cbm_Vermis_VI"	#009400	Cbm_Vermis_VI	
607	"Cbm_Right_VI"	#dcf8a4	Cbm_Right_VI	
608	"Cbm_Left_CrusI"	#e69422	Cbm_Left_CrusI	
609	"Cbm_Vermis_CrusI"	#00760e	Cbm_Vermis_CrusI	
610	"Cbm_Right_CrusI"	#00760e	Cbm_Right_CrusI	
611	"Cbm_Left_CrusII"	#7abadc	Cbm_Left_CrusII	
612	"Cbm_Vermis_CrusII"	#ec0db0	Cbm_Vermis_CrusII	
613	"Cbm_Right_CrusII"	#0c30ff	Cbm_Right_CrusII	
614	"Cbm_Left_VIIb"	#ccb68e	Cbm_Left_VIIb	
615	"Cbm_Vermis_VIIb"	#2acca4	Cbm_Vermis_VIIb	
616	"Cbm_Right_VIIb"	#779fb0	Cbm_Right_VIIb	
617	"Cbm_Left_VIIIa"	#dcd814	Cbm_Left_VIIIa	
618	"Cbm_Vermis_VIIIa"	#67ffff	Cbm_Vermis_VIIIa	
619	"Cbm_Right_VIIIa"	#50c462	Cbm_Right_VIIIa	
620	"Cbm_Left_VIIIb"	#3c3ad2	Cbm_Left_VIIIb	
621	"Cbm_Vermis_VIIIb"	#3c3ad2	Cbm_Vermis_VIIIb	
622	"Cbm_Right_VIIIb"	#3c3ad2	Cbm_Right_VIIIb	
623	"Cbm_Left_IX"	#3c3ad2	Cbm_Left_IX	
624	"Cbm_Vermis_IX"	#3c3c3c	Cbm_Vermis_IX	
625	"Cbm_Right_IX"	#ffa500	Cbm_Right_IX	
626	"Cbm_Left_X"	#ffa500	Cbm_Left_X	
627	"Cbm_Vermis_X"	#00ff7f	Cbm_Vermis_X	
628	"Cbm_Right_X"	#a52a2a	Cbm_Right_X	
640	"Cbm_Right_I_V_med"	#cc0000	Cbm_Right_I_V_med	
641	"Cbm_Right_I_V_mid"	#ff0000	Cbm_Right_I_V_mid	
642	"Cbm_Right_VI_med"	#0000ff	Cbm_Right_VI_med	
643	"Cbm_Right_VI_mid"	#1e90ff	Cbm_Right_VI_mid	
644	"Cbm_Right_VI_lat"	#64d4ed	Cbm_Right_VI_lat	
645	"Cbm_Right_CrusI_med"	#daa520	Cbm_Right_CrusI_med	
646	"Cbm_Right_CrusI_mid"	#ffd700	Cbm_Right_CrusI_mid	
647	"Cbm_Right_CrusI_lat"	#ffffa6	Cbm_Right_CrusI_lat	
648	"Cbm_Right_CrusII_med"	#9900cc	Cbm_Right_CrusII_med	
649	"Cbm_Right_CrusII_mid"	#998dd1	Cbm_Right_CrusII_mid	
650	"Cbm_Right_CrusII_lat"	#ccccff	Cbm_Right_CrusII_lat	
651	"Cbm_Right_7med"	#1fd4c2	Cbm_Right_7med	
652	"Cbm_Right_7mid"	#03ffed	Cbm_Right_7mid	
653	"Cbm_Right_7lat"	#ccffff	Cbm_Right_7lat	
654	"Cbm_Right_8med"	#564a93	Cbm_Right_8med	
655	"Cbm_Right_8mid"	#7272be	Cbm_Right_8mid	
656	"Cbm_Right_8lat"	#b8b2ff	Cbm_Right_8lat	
657	"Cbm_Right_PUNs"	#7e8a25	Cbm_Right_PUNs	
658	"Cbm_Right_TONs"	#bdc575	Cbm_Right_TONs	
659	"Cbm_Right_FLOs"	#f0e68c	Cbm_Right_FLOs	
660	"Cbm_Left_I_V_med"	#cc0000	Cbm_Left_I_V_med	
661	"Cbm_Left_I_V_mid"	#ff0000	Cbm_Left_I_V_mid	
662	"Cbm_Left_VI_med"	#0000ff	Cbm_Left_VI_med	
663	"Cbm_Left_VI_mid"	#1e90ff	Cbm_Left_VI_mid	
664	"Cbm_Left_VI_lat"	#64d4ed	Cbm_Left_VI_lat	
665	"Cbm_Left_CrusI_med"	#daa520	Cbm_Left_CrusI_med	
666	"Cbm_Left_CrusI_mid"	#ffd700	Cbm_Left_CrusI_mid	
667	"Cbm_Left_CrusI_lat"	#ffffa6	Cbm_Left_CrusI_lat	
668	"Cbm_Left_CrusII_med"	#9900cc	Cbm_Left_CrusII_med	
669	"Cbm_Left_CrusII_mid"	#998dd1	Cbm_Left_CrusII_mid	
670	"Cbm_Left_CrusII_lat"	#ccccff	Cbm_Left_CrusII_lat	
671	"Cbm_Left_7med"	#1fd4c2	Cbm_Left_7med	
672	"Cbm_Left_7mid"	#03ffed	Cbm_Left_7mid	
673	"Cbm_Left_7lat"	#ccffff	Cbm_Left_7lat	
674	"Cbm_Left_8med"	#564a93	Cbm_Left_8med	
675	"Cbm_Left_8mid"	#7272be	Cbm_Left_8mid	
676	"Cbm_Left_8lat"	#b8b2ff	Cbm_Left_8lat	
677	"Cbm_Left_PUNs"	#7e8a25	Cbm_Left_PUNs	
678	"Cbm_Left_TONs"	#bdc575	Cbm_Left_TONs	
679	"Cbm_Left_FLOs"	#f0e68c	Cbm_Left_FLOs	
690	"CbmWM_Gyri_Left"	#7a8732	CbmWM_Gyri_Left	
691	"CbmWM_Gyri_Right"	#7a8732	CbmWM_Gyri_Right	
701	"CSF-FSL-FAST"	#781286	脑脊液	
702	"GrayMatter-FSL-FAST"	#cd3e4e	GrayMatter FSL FAST	
703	"WhiteMatter-FSL-FAST"	#00e100	WhiteMatter FSL FAST	
999	"SUSPICIOUS"	#ff6464	SUSPICIOUS	
1000	"ctx-lh-unknown"	#190519	ctx unknown	L
1001	"ctx-lh-bankssts"	#196428	bank of superior temporal sulcus	L
1002	"ctx-lh-caudalanteriorcingulate"	#7d64a0	尾部前扣带	L
1003	"ctx-lh-caudalmiddlefrontal"	#641900	尾部中额回	L
1004	"ctx-lh-corpuscallosum"	#784632	ctx corpuscallosum	L
1005	"ctx-lh-cuneus"	#dc1464	楔叶	L
1006	"ctx-lh-entorhinal"	#dc140a	内嗅区	L
1007	"ctx-lh-fusiform"	#b4dc8c	梭状回	L
1008	"ctx-lh-inferiorparietal"	#dc3cdc	下顶叶	L
1009	"ctx-lh-inferiortemporal"	#b42878	下颞叶	L
1010	"ctx-lh-isthmuscingulate"	#8c148c	扣带峡部	L
1011	"ctx-lh-lateraloccipital"	#141e8c	外侧枕叶	L
1012	"ctx-lh-lateralorbitofrontal"	#234b32	外侧眶额叶	L
1013	"ctx-lh-lingual"	#e18c8c	舌回	L
1014	"ctx-lh-medialorbitofrontal"	#c8234b	内侧眶额叶	L
1015	"ctx-lh-middletemporal"	#a06432	中颞叶	L
1016	"ctx-lh-parahippocampal"	#14dc3c	海马旁回	L
1017	"ctx-lh-paracentral"	#3cdc3c	旁中央小叶	L
1018	"ctx-lh-parsopercularis"	#dcb48c	缘上回	L
1019	"ctx-lh-parsorbitalis"	#146432	眶部	L
1020	"ctx-lh-parstriangularis"	#dc3c14	三角部	L
1021	"ctx-lh-pericalcarine"	#78643c	距状沟周围	L
1022	"ctx-lh-postcentral"	#dc1414	中央后回	L
1023	"ctx-lh-posteriorcingulate"	#dcb4dc	后扣带	L
1024	"ctx-lh-precentral"	#3c14dc	中央前回	L
1025	"ctx-lh-precuneus"	#a08cb4	楔叶	L
1026	"ctx-lh-rostralanteriorcingulate"	#50148c	嘴部前扣带	L
1027	"ctx-lh-rostralmiddlefrontal"	#4b327d	嘴部中额回	L
1028	"ctx-lh-superiorfrontal"	#14dca0	上额回	L
1029	"ctx-lh-superiorparietal"	#14b48c	上顶叶	L
1030	"ctx-lh-superiortemporal"	#8cdcdc	上颞叶	L
1031	"ctx-lh-supramarginal"	#50a014	缘上回	L
1032	"ctx-lh-frontalpole"	#640064	额极	L
1033	"ctx-lh-temporalpole"	#464646	颞极	L
1034	"ctx-lh-transversetemporal"	#9696c8	横颞回	L
1035	"ctx-lh-insula"	#ffc020	岛叶	L
2000	"ctx-rh-unknown"	#190519	ctx unknown	R
2001	"ctx-rh-bankssts"	#196428	bank of superior temporal sulcus	R
2002	"ctx-rh-caudalanteriorcingulate"	#7d64a0	尾部前扣带	R
2003	"ctx-rh-caudalmiddlefrontal"	#641900	尾部中额回	R
2004	"ctx-rh-corpuscallosum"	#784632	ctx corpuscallosum	R
2005	"ctx-rh-cuneus"	#dc1464	楔叶	R
2006	"ctx-rh-entorhinal"	#dc140a	内嗅区	R
2007	"ctx-rh-fusiform"	#b4dc8c	梭状回	R
2008	"ctx-rh-inferiorparietal"	#dc3cdc	下顶叶	R
2009	"ctx-rh-inferiortemporal"	#b42878	下颞叶	R
2010	"ctx-rh-isthmuscingulate"	#8c148c	扣带峡部	R
2011	"ctx-rh-lateraloccipital"	#141e8c	外侧枕叶	R
2012	"ctx-rh-lateralorbitofrontal"	#234b32	外侧眶额叶	R
2013	"ctx-rh-lingual"	#e18c8c	舌回	R
2014	"ctx-rh-medialorbitofrontal"	#c8234b	内侧眶额叶	R
2015	"ctx-rh-middletemporal"	#a06432	中颞叶	R
2016	"ctx-rh-parahippocampal"	#14dc3c	海马旁回	R
2017	"ctx-rh-paracentral"	#3cdc3c	旁中央小叶	R
2018	"ctx-rh-parsopercularis"	#dcb48c	缘上回	R
2019	"ctx-rh-parsorbitalis"	#146432	眶部	R
2020	"ctx-rh-parstriangularis"	#dc3c14	三角部	R
